epoch,train_loss,eval_loss,eval_top1,eval_top5
177,2.6586489448180566,0.9174890625,78.07,94.73
178,2.5790011072770143,0.94500625,77.81,95.08
179,2.6086703052887548,0.968771875,77.63,94.87
180,2.6460027957573917,0.99072578125,77.46,94.91
181,2.6116750423724833,0.9498796875,77.41,94.77
182,2.6398277123769125,0.975375,77.8,94.74
183,2.586253536358858,0.9797140625,77.88,94.84
184,2.6236387289487397,0.966496875,77.86,94.87
185,2.5977524583156293,0.9364765625,78.29,94.97
186,2.5528012703626586,0.9358890625,78.34,95.0
187,2.616728474543645,0.892984375,78.29,94.81
188,2.565065799615322,0.94965234375,78.57,95.05
189,2.5968882169478977,0.9311765625,78.34,95.09
190,2.5588392153764383,0.924184375,78.54,94.88
191,2.6222208784176755,0.91447265625,78.3,94.98
192,2.5662864461923256,0.894678125,78.86,95.02
193,2.582229655522567,0.91477890625,78.49,95.01
194,2.5979401325568174,0.94832421875,78.04,94.85
195,2.6053001691133546,0.9348015625,78.62,95.02
196,2.496837191398327,0.9252578125,78.87,95.01
197,2.5604621281990636,0.93669765625,78.61,94.96
198,2.558109523088504,0.90568203125,78.83,95.31
199,2.5392903364621677,0.90550703125,78.74,95.03
200,2.5265981524418564,0.899978125,78.97,95.13
201,2.5494283666977515,0.91587265625,78.81,94.73
202,2.4918161997428308,0.92402890625,78.72,95.01
203,2.509373609836285,0.91417109375,79.3,95.04
204,2.5476088251823032,0.919396875,78.72,95.01
205,2.5432709565529454,0.8865046875,78.95,95.16
206,2.5247861308929247,0.9584625,78.64,95.05
207,2.5784242746157524,0.92068515625,79.23,94.97
208,2.4858231052374227,0.90642421875,79.14,95.09
209,2.5129730997941433,0.89461171875,79.29,95.26
210,2.502056749967428,0.9290671875,79.38,95.28
211,2.4966399281452865,0.91293828125,78.87,95.05
212,2.512421472561665,0.908075,79.26,95.22
213,2.4471106333610337,0.9057859375,79.57,95.17
214,2.4766949717815105,0.88482734375,79.48,95.32
215,2.4854494562515845,0.92676328125,79.11,95.13
216,2.5518319411155503,0.90637890625,79.5,95.32
217,2.495680434887226,0.88551796875,79.45,95.55
218,2.4950139342210234,0.9194703125,79.92,95.47
219,2.5263766704461514,0.92477109375,79.27,95.3
220,2.5015876760849585,0.9022765625,79.49,95.39
221,2.5298172525870495,0.91591484375,79.35,95.31
222,2.409267806701171,0.91474140625,79.18,95.27
223,2.532916468840379,0.9268,79.24,94.98
224,2.488013751995869,0.88605703125,79.71,95.12
225,2.477695732850295,0.90903046875,80.13,95.07
226,2.4645875154397427,0.8920671875,79.82,95.25
227,2.4791640547605662,0.8979921875,79.43,95.19
228,2.465756386365646,0.91087578125,79.45,95.26
229,2.502603869866102,0.886509375,79.71,95.36
230,2.414362480090215,0.91674296875,79.77,95.21
231,2.4251651048660277,0.9119,79.9,95.27
232,2.471600430134015,0.90286484375,79.84,95.41
233,2.4677307040263443,0.920728125,79.49,95.15
234,2.4700217375388513,0.8839,79.78,95.42
235,2.397885599808815,0.88595546875,79.54,95.32
236,2.496578197295849,0.87696796875,79.83,95.4
237,2.466961261859307,0.92192890625,79.68,95.12
238,2.3993004688849817,0.9142171875,79.64,95.38
239,2.4708736196542396,0.91226015625,80.03,95.41
240,2.4528327410037702,0.90077734375,79.98,95.35
241,2.3924589902926714,0.89271171875,80.14,95.36
242,2.4158474839650665,0.87611640625,80.01,95.55
243,2.456621491909027,0.88716640625,80.11,95.46
244,2.4222069651652607,0.8913046875,79.92,95.65
245,2.4469581921895345,0.8891984375,80.14,95.45
246,2.4222408805138027,0.8721734375,80.16,95.55
247,2.4409857832468473,0.88582265625,80.34,95.43
248,2.4155088748687352,0.8764859375,80.17,95.35
249,2.4006220722809815,0.88116953125,80.3,95.52
250,2.413560130045964,0.88750625,80.41,95.44
251,2.412216674670195,0.87696953125,80.58,95.6
252,2.413739422040108,0.879875,80.46,95.45
253,2.3687155910027333,0.85268671875,80.45,95.71
254,2.396889538031358,0.875590625,80.45,95.64
255,2.4140651516425304,0.89071796875,80.47,95.71
256,2.4369438684903657,0.881921875,80.36,95.52
257,2.4206743004994515,0.8789375,80.4,95.39
258,2.377261359875019,0.89188671875,80.23,95.55
259,2.399351013929416,0.87570390625,80.6,95.58
260,2.345504731704027,0.86670703125,80.52,95.66
261,2.3857206696119064,0.85606875,80.49,95.55
262,2.374043203622867,0.87399921875,80.73,95.51
263,2.40579467186561,0.88415625,80.42,95.64
264,2.3878970803358617,0.8766515625,80.7,95.68
265,2.3815153375650064,0.8782703125,80.37,95.4
266,2.362166048013247,0.86829140625,80.52,95.7
267,2.3412154429998155,0.86485390625,80.42,95.69
268,2.3838269814466817,0.87477265625,80.81,95.66
269,2.3984367716006743,0.89135546875,80.49,95.45
270,2.4210630007279224,0.88698125,80.58,95.67
271,2.376148232129904,0.8741984375,80.27,95.57
272,2.39805921071615,0.8681171875,80.76,95.6
273,2.34856989414264,0.87971875,80.75,95.73
274,2.3740410975920847,0.865409375,80.53,95.6
275,2.305964134900998,0.8737796875,80.52,95.58
276,2.3478793694422797,0.86253984375,80.64,95.59
277,2.4074532472170316,0.88214453125,80.86,95.59
278,2.36938889668538,0.86574921875,80.64,95.75
279,2.397115967518244,0.87566328125,80.88,95.63
280,2.389934478661953,0.87853203125,80.64,95.6
281,2.3676401673219143,0.8714984375,80.46,95.6
282,2.3489491212062346,0.87228828125,80.82,95.58
283,2.377119937004187,0.86035703125,80.83,95.59
284,2.332425308838869,0.8748,80.74,95.57
285,2.3510261220809743,0.86968515625,80.71,95.63
286,2.3120941752042525,0.870678125,80.74,95.55
287,2.354416695619241,0.8660203125,80.75,95.62
288,2.3782466928164165,0.871103125,80.88,95.71
289,2.3869273928495556,0.870715625,80.95,95.62
290,2.328745605701055,0.86131640625,80.83,95.58
291,2.374338684937893,0.88188984375,80.69,95.51
292,2.3645521888366114,0.86749765625,80.87,95.59
293,2.348523980531937,0.874909375,80.85,95.59
294,2.3840981517082604,0.87465234375,80.92,95.56
295,2.3921724952184236,0.86991796875,80.81,95.57
296,2.386272035806607,0.86843046875,80.87,95.6
297,2.328614848699325,0.87029375,80.99,95.49
298,2.4036741400376345,0.8749078125,80.99,95.53
299,2.3581164063551485,0.8782265625,80.85,95.5
300,2.3913796385129293,0.87534453125,80.99,95.59
301,2.3814604881482246,0.86301171875,81.0,95.54
302,2.3606512928620362,0.8748234375,80.89,95.57
303,2.3528044089292868,0.86396640625,80.88,95.58
304,2.3307654289098885,0.856153125,80.89,95.76
305,2.3664324995798944,0.867728125,80.93,95.62
306,2.3266124419676952,0.85992421875,80.93,95.59
307,2.3401700689242437,0.87392265625,80.92,95.56
308,2.3542793148603196,0.86807734375,80.92,95.56
309,2.346893667869079,0.86508515625,80.81,95.64
